ประทับเวลา,อายุ,ระดับการศึกษา,ตำแหน่งงาน,ตำแหน่งงานอื่น นอกเหนือจาก List ข้างต้น,อายุการทำงานแบบเต็มเวลา,เงินเดือน,ทำงานในอุตสาหกรรมใด,เรียนรู้การเขียนโปรแกรมมาแล้วกี่ปี,[ASP .net],[Assembly],[Bash/Shell/PowerShell],[C],[C#],[C++],[Clojure],[Dart],[Elixir],[Erlang],[Go],[Groovy],[Haskell],[HTML/CSS],[Java],[JavaScript],[Julia],[Kotlin],[Lua],[Objective-C],[Ocaml],[Pascal],[Perl],[PHP],[Python],[R],[Ruby],[Rust],[Scala],[SQL],ภาษาเขียนโปรแกรมอื่นที่ใช้ นอกเหนือจาก List ข้างต้น,ทักษะ/ภาษาเขียนโปรแกรมใดที่คุณจะเรียนรู้ในอีก 12 เดือนข้างหน้า,ทักษะ/ภาษาเขียนโปรแกรมอื่น นอกเหนือจาก List ข้างต้น,ทักษะในด้านของ Digital อื่นๆ ที่คุณมี,ช่องทางการเรียนรู้ทางใดที่จะช่วยให้คุณเรียนรู้ได้มากที่สุด (โดยไม่คำนึงเรื่องค่าใช้จ่าย),ระบบคอร์สเรียนออนไลน์แบบใดที่จะช่วยให้คุณเรียนรู้ได้มากที่สุด,อะไรคือสิ่งสำคัญที่สุดที่ทำให้คุณมีแรงบันดาลใจในการทำงาน,อะไรคือสิ่งสำคัญที่สุดในการ ตัดสินใจเลือกงานใหม่,อะไรคือปัญหาใหญ่ที่สุดในการทำงานของคุณตอนนี้,อะไรที่ทำให้คุณหมดไฟในการทำงาน,เงินเดือนที่คาดหวังภายใน 12 เดือนข้างหน้า,เงินเดือนที่คาดหวังสูงสุดในสายอาชีพของคุณ,คุณสามารถช่วย Contribute อะไรให้กับสมาคมโปรแกรมเมอร์ไทยได้บ้าง,คุณต้องการให้สมาคมโปรแกรมเมอร์ไทยช่วยเหลือหรือโฟกัสในเรื่องใด
2562/09/01 10:45:47 หลังเที่ยง GMT+7,18 - 20 ปี,ปริญญาตรี,Student,,ยังไม่ได้ทำงานเต็มเวลา,"ต่ำกว่า 15,000 บาท",อื่นๆ,น้อยกว่า 1 ปี,,,,,,,,,,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,,,,,,,,,,Data Science;Database;Git and Pull Requests;C;C#;C++;HTML/CSS;Java;JavaScript;Python,,,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,มีความมั่นคงมากกว่าเดิม,ความรู้ความชำนาญไม่เพียงพอ,จัดการ Work-life balance ไม่ได้,"15,000 - 20,000 บาท","41,000 - 50,000 บาท",,
2562/09/01 11:09:14 หลังเที่ยง GMT+7,36 - 40 ปี,ปริญญาตรี,Manager,,7 - 10 ปี,"100,001 - 150,000 บาท",Manufacturing Industry,น้อยกว่า 1 ปี,,,,,,,,,,,,,,,ระดับพื้นฐาน,,,,,,,,,,,,,,,,,Java;JavaScript,,Cloud/SaaS Services;Social media Marketing,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,มีความมั่นคงมากกว่าเดิม,จัดการเวลาไม่ได้,จัดการ Work-life balance ไม่ได้,"151,000 - 200,000 บาท","151,000 - 200,000 บาท",ฝึกอบรม,ให้ความรู้ทางออนไลน์
2562/09/02 1:39:15 ก่อนเที่ยง GMT+7,31 - 35 ปี,ปริญญาตรี,Freelance,Photographer,3 - 4 ปี,"ต่ำกว่า 15,000 บาท",อื่นๆ,น้อยกว่า 1 ปี,,,,,,,,,,,,,,,ระดับพื้นฐาน,,,,,,,,,,,,,,,,-,,-,Graphic Design;digital photograph,หนังสือ / E-book,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,การเดินทางสะดวก,การเข้าถึงลูกค้า,เงินเดือนและสวัสดิการไม่คุ้มค่า,"41,000 - 50,000 บาท","มากกว่า 200,000 บาท",,
2562/09/02 1:42:20 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Back-end developer,,1 - 2 ปี,"20,001 - 30,000 บาท",อื่นๆ,3 ปี,,,ระดับพื้นฐาน,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,ระดับพื้นฐาน,,Blockchain;Data Science;Database;Git and Pull Requests;Internet of Things;Python,,Blockchain,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาไทย,เงินเดือนและสวัสดิการ,เงินเดือนและสวัสดิการที่มากขึ้น,ความไม่ชัดเจนของรายละเอียดงาน,เงินเดือนและสวัสดิการไม่คุ้มค่า,"91,000 - 100,000 บาท","91,000 - 100,000 บาท",,
2562/09/02 5:21:45 ก่อนเที่ยง GMT+7,18 - 20 ปี,ปริญญาตรี,IT support,กราฟิก,ยังไม่ได้ทำงานเต็มเวลา,"ต่ำกว่า 15,000 บาท",Computer/IT Industry,1 ปี,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,CI/CD;Blockchain;Data Science;Database;Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;SQL,,Graphic Design,Youtube,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,ความท้าทาย,Work-life balance ที่ดีขึ้น,ความรู้ความชำนาญไม่เพียงพอ,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"21,000 - 30,000 บาท","41,000 - 50,000 บาท",,
2562/09/02 7:05:18 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,Security specialist,,7 - 10 ปี,"40,001 - 50,000 บาท",Banking Industry,12 ปี,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,ระดับพื้นฐาน,,CI/CD;Blockchain;Security;Python,,Blockchain;Cloud/SaaS Services;Computer Vision;Cyber Security,Youtube,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,ความก้าวหน้า,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,ความไม่ชัดเจนของรายละเอียดงาน,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"61,000 - 70,000 บาท","151,000 - 200,000 บาท",,คอร์ส online
2562/09/02 7:24:50 ก่อนเที่ยง GMT+7,31 - 35 ปี,ปริญญาตรี,IT support,,3 - 4 ปี,"20,001 - 30,000 บาท",Social media Marketing,10 ปี,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,,ระดับพื้นฐาน,,,,,,ระดับพื้นฐาน,,Internet of Things;Python,,Graphic Design;Internet of things;SEO;Social media Marketing,หนังสือ / E-book,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,ความรู้ความชำนาญไม่เพียงพอ,เงินเดือนและสวัสดิการไม่คุ้มค่า,"51,000 - 60,000 บาท","110,000 - 150,000 บาท",,
2562/09/02 7:41:33 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาโท,Software Engineer,,5 - 6 ปี,"50,001 - 60,000 บาท",Banking Industry,14 ปี,,,ระดับพื้นฐาน,,,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Data Science;Database,,Computer Vision;Data Visualization;Systems Analysis,Youtube,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,เงินเดือนและสวัสดิการที่มากขึ้น,การเปลี่ยน Requirements กลางคัน,เงินเดือนและสวัสดิการไม่คุ้มค่า,"61,000 - 70,000 บาท","มากกว่า 200,000 บาท",,
2562/09/02 8:37:04 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,etc,Service engineer,3 - 4 ปี,"20,001 - 30,000 บาท",อื่นๆ,1 ปี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VB,VBA,,Digital Business Analysis,คอร์สเรียน Offline,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,ความท้าทาย,มีความมั่นคงมากกว่าเดิม,ความไม่ชัดเจนของรายละเอียดงาน,ไม่พึงพอใจวัฒนธรรมองค์กร,"31,000 - 40,000 บาท","61,000 - 70,000 บาท",,
2562/09/02 8:52:23 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Educator / Instructor,ทหารอากาศ,ยังไม่ได้ทำงานเต็มเวลา,"ต่ำกว่า 15,000 บาท",อื่นๆ,2 ปี,,ระดับพื้นฐาน,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,,ระดับพื้นฐาน,,,,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,Blockchain;Database;Security;Assembly;Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python,,Cyber Security,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,Work-life balance ที่ดีขึ้น,ความรู้ความชำนาญไม่เพียงพอ,เงินเดือนและสวัสดิการไม่คุ้มค่า,"21,000 - 30,000 บาท","61,000 - 70,000 บาท",จัดอบรมเกี่ยวกับเรื่องทำนองนี้บ่อยๆ,อยากเรียนรู้เรื่อง network security เพิ่ม
